site_number,store_size,market_share,car_traffic,seconds_to_near_highway,dist_nearest_act_site,Final_urbanicity,Pop_Estimate_CrYr,dist_nearest_grocery,Total_merch_revenue_2022,Median_HH_Income_CrYr,closest_tier1_competitor,Fresh_Food_Fast_Program_Indicator,site_number,division_desc,Region_ID,region_desc,Market_ID,site_country_id,site_state_desc,BU_simplified_name,Eastern_Canada_Breakdown
2709460,2500,0.021505376344086023,939134,24,3.968367546,Urban,344528.97057227645,0.229640677,1341394.975769043,80119.72725222017,0.2058990024345755,TRUE,2709460,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2651,US,California,WEST COAST,Other
2709461,2000,0.036036036036036036,160868,237,1.996867825,Urban,380434.4567474817,0.072503854,1530963.165,98398.20196852322,0.8448012353324043,TRUE,2709461,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2654,US,California,WEST COAST,Other
2709462,2500,0.019801980198019802,278070,692,5.270932941,Urban,303468.7917125749,0.774667038,1373331.047,94121.63032,0.7779361773350729,FALSE,2709462,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2652,US,California,WEST COAST,Other
2709463,3000,0.05,270820,46,2.831717182,Urban,247400.13484625026,0.671820534,2194631.386,116922.94939830955,0.7160054949064809,TRUE,2709463,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2657,US,California,WEST COAST,Other
2709464,3000,0.029411764705882353,638017,154,6.457387832,Suburban,265320.96574181214,0.374576274,2476043.723,61078.46668249186,1.2620224602008456,TRUE,2709464,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2655,US,California,WEST COAST,Other
2709465,3000,0.023255813953488372,922240,21,5.751683852,Urban,140505.87570997715,0.112824519,2086994.691,93075.28322893009,0.6617808886982208,TRUE,2709465,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2655,US,California,WEST COAST,Other
2709466,1634,0.03125,1543766,146,2.194940589,Urban,497442.9068888322,0.069162733,974590.7273,99166.74656937346,0.064581862,FALSE,2709466,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2654,US,California,WEST COAST,Other
2709467,1900,0.023255813953488372,118504,4,5.58366539,Urban,203529.90674373807,0.12594704,1862804.08,100607.86825186401,1.2123094775640928,FALSE,2709467,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2667,US,California,WEST COAST,Other
2709468,2000,0.048387097,525031,226,0.916303588,Urban,381861.4885899704,0.127615604,1607204.426,79314.73018524318,0.8115373099187714,TRUE,2709468,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2668,US,California,WEST COAST,Other
2709469,1000,0.038461538461538464,83744,265,1.291986609,Urban,183513.54682723832,0.107688216,1557585.563,113670.23364326586,1.4869810351046038,FALSE,2709469,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2655,US,California,WEST COAST,Other
2709470,1200,0.088235294,1207455,0,1.146906514,Urban,125815.67079365268,0.47502766,788521.2344,105582.55873075305,0.19006300953764857,FALSE,2709470,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2657,US,California,WEST COAST,Other
2709471,900,0.035294118,746878,90,2.269969946,Urban,288569.08977692254,0.597552004,1065354.123,67439.74693,0.5384469831995453,FALSE,2709471,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2666,US,California,WEST COAST,Other
2709472,300,0.054545455,1057832,75,4.483932266,Urban,173031.59634315025,0.054134711,788287.1074,106642.44265412024,0.7376358880924127,FALSE,2709472,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2657,US,California,WEST COAST,Other
2709473,2000,0.068965517,430769,82,1.611817522,Urban,300837.2409230132,0.163913978,1201414.939,107206.28311493178,0.3876274306803066,FALSE,2709473,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2654,US,California,WEST COAST,Other
2709474,2500,0.0625,550873,37,1.87886271,Suburban,249070.07431486034,0.085733753,1643891.482,88573.04890454255,0.7396132245463023,FALSE,2709474,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2668,US,California,WEST COAST,Other
2709475,2500,0.008695652,319618,246,6.717917712,Rural,295598.7120585821,0.120859186,1186034.122,69359.68767173612,0.7809595757362544,FALSE,2709475,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2667,US,California,WEST COAST,Other
2709476,3480,0.083333333,1073550,69,0.992964899,Urban,272799.42774122517,0.150955466,1768501.645,115134.76422165906,0.7462636023027291,FALSE,2709476,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2667,US,California,WEST COAST,Other
2709477,3000,0.008888889,1242078,72,3.736584302,Urban,788976.3630393593,0.159193759,840974.7268554687,78687.39946,0.44116186976023836,TRUE,2709477,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2654,US,California,WEST COAST,Other
2709478,3000,0.038961039,156023,350,3.355692835,Urban,290558.47943470185,0.161723981,3042605.247,77564.21206253675,1.2248614081576212,TRUE,2709478,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2665,US,California,WEST COAST,Other
2709479,3000,0.10344827586206896,101003,197,1.146906514,Urban,88641.54947682521,0.440487308,3084802.063,108337.49630479045,1.3122374314931944,FALSE,2709479,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2657,US,California,WEST COAST,Other
2709480,3900,0.028985507246376812,72895,199,1.974211307,Urban,401633.92436814925,0.674579658,2078681.95,83727.41430623096,1.1034163790936873,TRUE,2709480,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2661,US,California,WEST COAST,Other
2709481,3925,0.10294117647058823,575112,16,3.03880448,Suburban,153809.56467690872,1.512354312,2512516.525,63456.323735930906,0.078476217,TRUE,2709481,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2666,US,California,WEST COAST,Other
2709482,3812,0.054945054945054944,13001,327,2.466868315,Suburban,269860.27228457836,0.08204416,1923326.152,85922.42899515675,1.8037774878418507,TRUE,2709482,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2668,US,California,WEST COAST,Other
2709483,3400,0.025974025974025976,49110,450,3.968367546,Suburban,297198.40348395513,0.669410693,1432865.973,76987.26847074364,0.057342872,TRUE,2709483,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2651,US,California,WEST COAST,Other
2709484,3000,0.086206897,91968,314,1.768917208,Urban,194401.71553123064,0.224339357,2273215.313,59918.88635694511,0.43582197662529915,TRUE,2709484,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2666,US,California,WEST COAST,Other
2709485,5077,0.098591549,361830,22,1.652500168,Urban,277336.85543257545,0.277998551,2186933.853,124655.91981226309,2.610908239915607,TRUE,2709485,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2665,US,California,WEST COAST,Other
2709486,3055,0.061728395,39060,177,1.641715076,Suburban,290866.2458923088,0.080492092,2179429.469,114503.54367841472,1.075261597846072,TRUE,2709486,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2657,US,California,WEST COAST,Other
2709487,3055,0.09375,110702,353,3.380530207,Urban,113290.96511809937,0.097706104,2744260.883,100278.92061850466,1.4481814802265447,TRUE,2709487,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2663,US,California,WEST COAST,Other
2709489,900,0.048387097,137578,247,4.074313926,Urban,122066.3051045994,0.166712028,1288646.547,56886.821246703235,0.4588917180165866,FALSE,2709489,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2666,US,California,WEST COAST,Other
2709493,1925,0.017857142857142856,1246083,142,3.089509712,Urban,699561.9952531133,0.40719398,1269058.323,66942.75069815788,0.7251333779750273,TRUE,2709493,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2653,US,California,WEST COAST,Other
2709494,800,0.019417475728155338,1599970,29,3.000670215,Suburban,720270.0229967495,0.849673574,542872.4184,69102.08609633202,0.4853588851545732,FALSE,2709494,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2652,US,California,WEST COAST,Other
2709500,1000,0.011173184,1263535,10,6.294891016,Urban,606386.8222173827,0.473403623,717529.8258,74062.63018027309,0.37152814618576363,FALSE,2709500,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2668,US,California,WEST COAST,Other
2709501,1000,0.021276596,1623443,36,3.736584302,Urban,814079.5513973694,0.083514962,634024.6223,84122.68476766166,0.043098717,FALSE,2709501,2600 - West Coast Division,2650,2650 - WC Region - Southern CA North,2654,US,California,WEST COAST,Other
2709503,900,0.079545455,1654350,3,0.992964899,Urban,284781.7239153734,0.74896482,657955.2305,117141.55522492729,0.15373685029803907,FALSE,2709503,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2667,US,California,WEST COAST,Other
2709505,1200,0.036585365853658534,163977,208,1.030649227,Urban,185136.6492,0.285871447,687761.6406,66576.43513104935,1.2067212000337988,FALSE,2709505,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2662,US,California,WEST COAST,Other
2709506,4968,0.041666666666666664,150858,205,16.88181723,Urban,70734.71615237925,0.394130536,2967781.617,57709.94749963215,0.5514906493112125,TRUE,2709506,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2665,US,California,WEST COAST,Other
2709508,3819,0.25,49498,589,8.639429226,Suburban,7356.325061479221,10.30890572,2471330.38,42569.34372141237,12.401504836396947,TRUE,2709508,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2665,US,California,WEST COAST,Other
2709511,2860,0.037735849,495925,25,3.355692835,Suburban,216266.11619181882,0.75830609,1349614.875,77328.61535229236,0.9251672298681293,FALSE,2709511,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2665,US,California,WEST COAST,Other
2709512,4968,0.022222222222222223,537757,206,2.556423583,Urban,383091.3106968427,0.308214624,2201794.063,81272.96340534312,1.0085666322806355,TRUE,2709512,2600 - West Coast Division,2660,2660 - WC Region - Southern CA South,2668,US,California,WEST COAST,Other
2709523,4604,0.2676056338028169,434812,531,1.938137677,Urban,260447.58129561317,0.284597159,3508825.664,57968.59729893501,0.2052701337579789,TRUE,2709523,3100 - Grand Canyon Division,3120,3120 - GR Region - Ray Feeler,3127,US,Arizona,GRAND CANYON,Other
2709524,4968,0.042307692,434850,216,2.283569452,Suburban,453574.1670383408,0.966937512,2328133.108,54975.22821022022,0.05379522,TRUE,2709524,3100 - Grand Canyon Division,3160,3160 - GR Region - Maria Rodriguez,3163,US,Nevada,GRAND CANYON,Other
2709525,5881,0.23076923076923078,271078,759,1.943010248,Suburban,37764.338413112964,0.24123795,3947391.009,56277.19262949411,0.030184552,TRUE,2709525,3100 - Grand Canyon Division,3130,3130 - GR Region - Carlos Estrada,3133,US,Arizona,GRAND CANYON,Other
2709526,5881,0.36363636363636365,184736,3496,3.572440768,Rural,15846.516459463122,3.65006593,3905320.581,51972.54821478041,3.6564352911545153,TRUE,2709526,3100 - Grand Canyon Division,3120,3120 - GR Region - Ray Feeler,3122,US,Arizona,GRAND CANYON,Other
2709527,5187,0.1111111111111111,140344,128,14.42683536,Suburban,27203.11789322135,0.837090681,4513881.516,47595.107753730146,12.401504836396947,TRUE,2709527,3100 - Grand Canyon Division,3120,3120 - GR Region - Ray Feeler,3121,US,Arizona,GRAND CANYON,Other
2709528,4968,0.4,881584,10,2.070462486,Suburban,193228.05435271494,0.538439647,6076466.791,73965.07737113394,2.0921553401499424,TRUE,2709528,3100 - Grand Canyon Division,3130,3130 - GR Region - Carlos Estrada,3137,US,Arizona,GRAND CANYON,Other
2709529,2900,0.23529411764705882,291039,416,1.001778748,Urban,254857.0068021479,0.977359961,2717306.72,80661.35458203962,0.061089962,TRUE,2709529,3100 - Grand Canyon Division,3120,3120 - GR Region - Ray Feeler,3125,US,Arizona,GRAND CANYON,Other
2709530,4968,0.15384615384615385,219124,809,2.223217726,Urban,43835.59920944003,0.662950843,4993767.144,52691.15379742104,2.2641693725559127,TRUE,2709530,3100 - Grand Canyon Division,3130,3130 - GR Region - Carlos Estrada,3133,US,Arizona,GRAND CANYON,Other
2709533,4968,0.033112582781456956,248517,499,1.907514773,Urban,391611.4472449274,0.48369052,2312842.869,60859.96948633559,0.5724522052923355,TRUE,2709533,3100 - Grand Canyon Division,3160,3160 - GR Region - Maria Rodriguez,3162,US,Nevada,GRAND CANYON,Other
2709534,5187,0.038216561,406682,439,1.560893907,Urban,380559.5862325233,0.914360103,2054374.895,57152.924789384066,0.5436125534551826,TRUE,2709534,3100 - Grand Canyon Division,3160,3160 - GR Region - Maria Rodriguez,3162,US,Nevada,GRAND CANYON,Other
2709535,5456,0.5,14276,367,12.23150163,Rural,2251.8219541430217,12.05569199,2404216.008,48513.55977011345,0.009432884,TRUE,2709535,3100 - Grand Canyon Division,3110,3110 - GR Region - Billie Anderson,3111,US,Arizona,GRAND CANYON,Other
2709536,5187,1,27802,1652,15.18864843,Rural,1347.012227,15.45211043,3633762.295,40957.38156450151,null,TRUE,2709536,3100 - Grand Canyon Division,3150,3150 - GR Region - Troy Beatty,3159,US,Arizona,GRAND CANYON,Other
2709537,5187,0.3157894736842105,302894,118,0.523464415,Urban,349517.1532737566,0.113826768,2800078.68,54304.916077035945,0.5135913043879453,TRUE,2709537,3100 - Grand Canyon Division,3120,3120 - GR Region - Ray Feeler,3123,US,Arizona,GRAND CANYON,Other
2709538,5187,null,null,245,NULL,Urban,null,null,4474793.109,null,null,TRUE,2709538,3100 - Grand Canyon Division,3140,3140 - GR Region - Claudia Figueroa,3145,US,Arizona,GRAND CANYON,Other
2709539,5187,0.4,336926,1,0.084827257,Suburban,12627.03729367494,7.650988445,2757719.041,78372.42016603421,0.081901034,TRUE,2709539,3100 - Grand Canyon Division,3150,3150 - GR Region - Troy Beatty,3151,US,Arizona,GRAND CANYON,Other
2709707,0,0.11320754716981132,338882,710,0.653710606,Rural,83554.30791150867,0.543278085,3300616.12,51836.660957513406,0.020742397846234818,TRUE,2709707,1400 - Florida Division,1460,1460 - Suncoast,1461,US,Florida,FLORIDA,Other
2709708,0,0.26666666666666666,77383,414,4.388022902,Suburban,34441.13592932938,3.875389146,3651232.177,56988.366889582714,0.052274046,TRUE,2709708,1400 - Florida Division,1450,1450 - Tampa,1454,US,Florida,FLORIDA,Other
2709711,4520,0.035294118,284718,523,0.906320088,Urban,164423.1521130646,0.949156084,2082260.948,46908.55672463967,0.010650239633405919,TRUE,2709711,1400 - Florida Division,1450,1450 - Tampa,1456,US,Florida,FLORIDA,Other
2709716,4500,0.21739130434782608,705761,51,1.432494677,Suburban,178809.79540641903,0.72620349,1819042.026,72750.31874,0.011001795800648154,TRUE,2709716,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1934,US,Louisiana,GULF COAST,Other
2709717,1000,0.2616822429906542,959856,3,0.810048103,Urban,165566.3047440218,0.075959764,1008262.389,53930.526056723145,0.006551092,FALSE,2709717,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1934,US,Louisiana,GULF COAST,Other
2709720,720,0.2076923076923077,747596,7,0.075816471,Urban,190672.78411404902,0.539707055,1004671.582,63204.77347495537,0.008103892,FALSE,2709720,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1935,US,Louisiana,GULF COAST,Other
2709721,4000,0.20754716981132076,440112,134,0.807126514,Urban,165145.7256971024,0.13608503,2217751.931,47221.35219411623,0.019426129570080726,TRUE,2709721,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1935,US,Louisiana,GULF COAST,Other
2709722,4000,0.2876712328767123,219214,555,0.655621688,Rural,108285.70669077986,0.861005363,1489125.267,69208.63825029347,0.008207809,TRUE,2709722,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1936,US,Louisiana,GULF COAST,Other
2709723,3000,0.19696969696969696,101484,423,0.448737318,Suburban,93175.79585,0.432954491,2092942.209,66725.78952638483,0.006439426,TRUE,2709723,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1937,US,Louisiana,GULF COAST,Other
2709724,3000,0.30303030303030304,273431,448,1.187366778,Urban,116034.81425674306,0.189348761,1362146.084,61751.61699,0.008568199,TRUE,2709724,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1934,US,Louisiana,GULF COAST,Other
2709725,840,0.234375,1207092,14,0.348205662,Urban,192795.20180806666,0.093642996,877482.5789,54909.28309478019,0.004630034,FALSE,2709725,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1934,US,Louisiana,GULF COAST,Other
2709726,740,0.21768707482993196,937531,0,1.16592296,Suburban,225215.8814955762,0.08546779,728825.3277,61720.05572188917,0.005490153,FALSE,2709726,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1936,US,Louisiana,GULF COAST,Other
2709728,4000,0.20388349514563106,304892,3,1.246102552,Suburban,144094.99945568063,0.140814814,1857885.933,81559.08964688022,0.00212669,TRUE,2709728,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1936,US,Louisiana,GULF COAST,Other
2709729,3600,0.2222222222222222,132012,259,0.448737318,Suburban,110780.9084828317,0.137022636,2267966.066,67240.37125670032,0.006060569,TRUE,2709729,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1935,US,Louisiana,GULF COAST,Other
2709731,4500,0.21739130434782608,184816,680,1.906614642,Suburban,72980.90106731195,1.88316156,1213626.913,70708.34245256268,0.010472305301124026,TRUE,2709731,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1937,US,Louisiana,GULF COAST,Other
2709732,4000,0.1016949152542373,417126,14,1.720483485,Suburban,72916.56374300233,1.797549663,2489806.706,49574.80809566358,0.026086875417704172,TRUE,2709732,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1932,US,Louisiana,GULF COAST,Other
2709733,3225,0.21739130434782608,408079,25,1.6812671,Suburban,105480.23576358985,0.634875665,2543959.363,45494.51745923175,0.010236146806793802,TRUE,2709733,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1931,US,Louisiana,GULF COAST,Other
2709734,3261,0.21951219512195122,379493,29,2.666568291,Suburban,66886.74403752969,0.55829781,1922307.137,65127.926843023975,0.20040536511288223,TRUE,2709734,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1937,US,Louisiana,GULF COAST,Other
2709736,3600,0.14634146341463414,477913,9,0.756143961,Suburban,89332.45808089196,0.418413905,2474351.684,79590.76772743781,0.086736108,TRUE,2709736,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1932,US,Louisiana,GULF COAST,Other
2709737,4604,0.19230769230769232,511150,9,0.310643171,Suburban,114474.50594193724,0.582701952,1936512.038,61944.463181346466,0.006995065,TRUE,2709737,1900 - Gulf Coast Division,1930,1930 - Gulf Coast - Olajuwan Alexander,1937,US,Louisiana,GULF COAST,Other
2709738,1056,0.11842105263157894,160592,316,0.063015104,Suburban,158450.95288527143,0.091594533,867350.8773,65581.77069488002,0.013179195,FALSE,2709738,1400 - Florida Division,1430,1430 - Daytona,1437,US,Florida,FLORIDA,Other
2709741,1080,0.046511627906976744,1577550,3,0.067377118,Rural,215534.76796458953,0.281986711,1237330.43,56077.72950711502,0.023634727894013205,FALSE,2709741,1400 - Florida Division,1440,1440 - Orlando,1444,US,Florida,FLORIDA,Other
2709742,1056,0.13402061855670103,280170,316,1.21696929,Urban,186418.17727779658,0.066735292,867277.718,57962.20415947934,0.00553154,FALSE,2709742,1400 - Florida Division,1430,1430 - Daytona,1437,US,Florida,FLORIDA,Other
2709744,1752,0.11267605633802817,820934,55,1.087678092,Suburban,327871.5477034152,0.123348288,970900.5387,56437.02891916228,0.006602373,FALSE,2709744,1400 - Florida Division,1440,1440 - Orlando,1442,US,Florida,FLORIDA,Other
2709745,1296,0.09375,1330487,66,4.896344375,Suburban,103896.13454959576,0.515606839,1377463.595,73335.50826786672,0.002608422,FALSE,2709745,1400 - Florida Division,1440,1440 - Orlando,1444,US,Florida,FLORIDA,Other
2709746,1080,0.097014925,1186671,9,0.244244683,Urban,220547.75631077916,0.534459205,438084.4555,62504.65836589825,0.005936731,FALSE,2709746,1400 - Florida Division,1430,1430 - Daytona,1431,US,Florida,FLORIDA,Other
2709747,972,0.12307692307692308,197000,245,1.250249735,Urban,237927.05769989884,0.147497324,1163137.134,49789.376269491666,0.009181891,FALSE,2709747,1400 - Florida Division,1440,1440 - Orlando,1446,US,Florida,FLORIDA,Other
2709749,2400,0.16,34646,259,2.315011954,Rural,52156.39977622352,1.339468937,2104933.127,57963.60056556972,0.014168741603875509,TRUE,2709749,1400 - Florida Division,1440,1440 - Orlando,1443,US,Florida,FLORIDA,Other
2709750,2800,0.090909091,403042,229,2.106659928,Suburban,182459.9245467596,1.024651098,1603686.47,51215.189038543474,0.01632257,TRUE,2709750,1400 - Florida Division,1440,1440 - Orlando,1443,US,Florida,FLORIDA,Other
2709751,1800,0.056338028169014086,456311,178,3.783485521,Urban,122185.17786373221,0.631568283,1965615.756,51223.64418397533,0.038284389,FALSE,2709751,1400 - Florida Division,1440,1440 - Orlando,1443,US,Florida,FLORIDA,Other
2709752,3230,0.097560976,266798,181,1.38048911,Suburban,157613.29508016532,0.090388051,2365447.991,63063.95563824425,0.012189238632522694,TRUE,2709752,1400 - Florida Division,1430,1430 - Daytona,1431,US,Florida,FLORIDA,Other
2709753,1225,0.2,362422,115,0.572666104,Suburban,98790.26625,0.434398928,808405.3289,54328.73410940564,0.007419414,FALSE,2709753,1400 - Florida Division,1430,1430 - Daytona,1435,US,Florida,FLORIDA,Other
2709754,1952,0.070866142,1105049,27,2.675334801,Suburban,184583.63272243837,0.756184331,1394621.364,62852.605387430114,0.007794271,TRUE,2709754,1400 - Florida Division,1440,1440 - Orlando,1446,US,Florida,FLORIDA,Other
2709755,1952,0.099415205,958503,0,1.286476207,Urban,315713.3271002547,0.969701228,1454112.455,55618.25067609741,0.003562117,FALSE,2709755,1400 - Florida Division,1430,1430 - Daytona,1437,US,Florida,FLORIDA,Other
2709756,1920,0.10674157303370786,995844,48,0.723571812,Urban,342919.6032343513,0.736845669,1420465.489,56469.602195869025,0.017659448140545347,FALSE,2709756,1400 - Florida Division,1430,1430 - Daytona,1437,US,Florida,FLORIDA,Other
2709758,2985,0.072580645,613546,96,3.072277575,Suburban,197797.24422989058,0.141857221,1831866.502,54701.16558316206,0.006432414,FALSE,2709758,1400 - Florida Division,1440,1440 - Orlando,1443,US,Florida,FLORIDA,Other
2709759,3203,0.11764705882352941,392120,172,2.196543563,Urban,173426.5852959675,0.350860611,1632832.432,63359.85997278008,0.004122556,TRUE,2709759,1400 - Florida Division,1430,1430 - Daytona,1431,US,Florida,FLORIDA,Other
2709760,1860,0.070921986,230980,100,0.70620115,Urban,239701.99380747954,1.38017631,1135899.763,57007.439127323036,0.008536064,FALSE,2709760,1400 - Florida Division,1440,1440 - Orlando,1446,US,Florida,FLORIDA,Other
2709761,1560,0.027777777777777776,443531,596,3.440045382,Urban,136823.22724728423,0.736617071,2474241.381,59575.10786,0.002319919,FALSE,2709761,1400 - Florida Division,1460,1460 - Suncoast,1461,US,Florida,FLORIDA,Other
2709762,3980,0.085714286,283642,489,0.194088658,Suburban,78504.66271859748,0.745320772,1889434.962,62565.051366675456,0.017939623626292457,TRUE,2709762,1400 - Florida Division,1460,1460 - Suncoast,1461,US,Florida,FLORIDA,Other
2709764,4034,0.071428571,236344,250,0.300757632,Suburban,70749.52828238143,0.462268539,2276826.15,75383.38996993848,0.002806997,TRUE,2709764,1400 - Florida Division,1460,1460 - Suncoast,1463,US,Florida,FLORIDA,Other
2709766,3800,0.13513513513513514,762988,22,0.072379137,Suburban,161085.96231206847,0.842282655,2237532.48,73968.64995624463,0.016715117,TRUE,2709766,1400 - Florida Division,1460,1460 - Suncoast,1467,US,Florida,FLORIDA,Other
2709767,4093,0.14285714285714285,201740,184,1.981478963,Urban,90119.86842,1.310766645,3376747.941,77802.12565931864,0.03485308,TRUE,2709767,1400 - Florida Division,1460,1460 - Suncoast,1463,US,Florida,FLORIDA,Other
2709768,3000,0.14285714285714285,357803,901,0.653710606,Suburban,83494.01030316539,0.28061844,1939599.403515625,50932.18349141732,0.088301763,TRUE,2709768,1400 - Florida Division,1460,1460 - Suncoast,1461,US,Florida,FLORIDA,Other
2709769,3795,0.084337349,175896,132,1.44772836,Suburban,119507.96289650793,1.330698614,2343488.572,55215.07350857471,0.031661665,TRUE,2709769,1400 - Florida Division,1460,1460 - Suncoast,1463,US,Florida,FLORIDA,Other
2709770,3000,0.19148936170212766,280036,375,2.587829908,Suburban,77140.59419907906,0.309304697,2428562.53,48223.386828768525,0.015092656958032689,TRUE,2709770,1400 - Florida Division,1460,1460 - Suncoast,1465,US,Florida,FLORIDA,Other
2709771,4016,0.16666666666666666,195206,287,2.236040786,Suburban,36434.3013,0.607879716,1847359.425,57659.75203954837,0.018720076960938362,FALSE,2709771,1400 - Florida Division,1460,1460 - Suncoast,1465,US,Florida,FLORIDA,Other
2709772,2627,0.052631579,815169,24,3.484705418,Rural,107167.35450038491,0.446073847,1740848.119,69053.51650414229,0.00400884,TRUE,2709772,1400 - Florida Division,1460,1460 - Suncoast,1463,US,Florida,FLORIDA,Other
2709773,3800,0.082474227,882373,0,2.807024757,Suburban,152738.46334169424,0.481448891,2007615.013,52296.59162442798,0.009691944,TRUE,2709773,1400 - Florida Division,1460,1460 - Suncoast,1463,US,Florida,FLORIDA,Other
2709775,3200,0.15517241379310345,503051,18,1.08938855,Suburban,140833.8244678853,0.126334226,1994485.814,82323.36766794215,0.023766896,TRUE,2709775,1400 - Florida Division,1460,1460 - Suncoast,1467,US,Florida,FLORIDA,Other
2709776,2808,0.10309278350515463,355127,518,1.389350603,Urban,184654.92025251474,0.15671225,752741.2758,63606.64314323912,0.0065729,FALSE,2709776,1400 - Florida Division,1450,1450 - Tampa,1452,US,Florida,FLORIDA,Other
2709778,2043,0.1,731541,12,1.358517547,Urban,241358.6388330577,0.227098284,1871044.166,58806.61554016119,0.006644331,FALSE,2709778,1400 - Florida Division,1450,1450 - Tampa,1455,US,Florida,FLORIDA,Other
2709779,4000,0.056603774,414926,229,0.65618867,Urban,245830.1865225196,0.719499083,2815066.716,55009.36652220589,0.021566126487178438,TRUE,2709779,1400 - Florida Division,1410,1410 - Ocala/North Tampa,1419,US,Florida,FLORIDA,Other
2709780,2486,0.11278195488721804,717769,28,0.945705917,Suburban,165387.94890056772,1.360929273,2100714.123,53286.82877495007,0.005022314,TRUE,2709780,1400 - Florida Division,1450,1450 - Tampa,1455,US,Florida,FLORIDA,Other
2709782,1872,0.12727272727272726,442029,266,1.030388678,Suburban,182581.14203763247,1.135200164,1370727.488,64207.572792563755,0.005809399,FALSE,2709782,1400 - Florida Division,1410,1410 - Ocala/North Tampa,1415,US,Florida,FLORIDA,Other
2709784,4500,0.083333333,401902,0,3.688774443,Suburban,164911.26608349453,0.278129417,3022067.773,53411.682601490094,0.033397968074471276,TRUE,2709784,1400 - Florida Division,1410,1410 - Ocala/North Tampa,1415,US,Florida,FLORIDA,Other
2709785,1860,0.070707071,312834,167,2.173039774,Urban,206843.2523603024,1.178921361,1681516.193,49746.861731160236,0.002048489,TRUE,2709785,1400 - Florida Division,1410,1410 - Ocala/North Tampa,1418,US,Florida,FLORIDA,Other
2709786,4788,0.06504065,453952,28,1.481864376,Urban,258668.77452172103,0.164567365,2261623.353,51760.31945353995,0.015033035994450888,TRUE,2709786,1400 - Florida Division,1410,1410 - Ocala/North Tampa,1419,US,Florida,FLORIDA,Other
